,allando_v_savvaltas_alacsony_v10,allando_v_savvaltas_alacsony_v100,allando_v_savvaltas_alacsony_v105,allando_v_savvaltas_alacsony_v110,allando_v_savvaltas_alacsony_v115,allando_v_savvaltas_alacsony_v120,allando_v_savvaltas_alacsony_v125,allando_v_savvaltas_alacsony_v130,allando_v_savvaltas_alacsony_v135,allando_v_savvaltas_alacsony_v140,allando_v_savvaltas_alacsony_v15,allando_v_savvaltas_alacsony_v20,allando_v_savvaltas_alacsony_v25,allando_v_savvaltas_alacsony_v30,allando_v_savvaltas_alacsony_v35,allando_v_savvaltas_alacsony_v40,allando_v_savvaltas_alacsony_v45,allando_v_savvaltas_alacsony_v5,allando_v_savvaltas_alacsony_v50,allando_v_savvaltas_alacsony_v55,allando_v_savvaltas_alacsony_v60,allando_v_savvaltas_alacsony_v65,allando_v_savvaltas_alacsony_v70,allando_v_savvaltas_alacsony_v75,allando_v_savvaltas_alacsony_v80,allando_v_savvaltas_alacsony_v85,allando_v_savvaltas_alacsony_v90,allando_v_savvaltas_alacsony_v95,allando_v_savvaltas_kozepes_v10,allando_v_savvaltas_kozepes_v100,allando_v_savvaltas_kozepes_v105,allando_v_savvaltas_kozepes_v110,allando_v_savvaltas_kozepes_v115,allando_v_savvaltas_kozepes_v120,allando_v_savvaltas_kozepes_v125,allando_v_savvaltas_kozepes_v130,allando_v_savvaltas_kozepes_v135,allando_v_savvaltas_kozepes_v140,allando_v_savvaltas_kozepes_v15,allando_v_savvaltas_kozepes_v20,allando_v_savvaltas_kozepes_v25,allando_v_savvaltas_kozepes_v30,allando_v_savvaltas_kozepes_v35,allando_v_savvaltas_kozepes_v40,allando_v_savvaltas_kozepes_v45,allando_v_savvaltas_kozepes_v5,allando_v_savvaltas_kozepes_v50,allando_v_savvaltas_kozepes_v55,allando_v_savvaltas_kozepes_v60,allando_v_savvaltas_kozepes_v65,allando_v_savvaltas_kozepes_v70,allando_v_savvaltas_kozepes_v75,allando_v_savvaltas_kozepes_v80,allando_v_savvaltas_kozepes_v85,allando_v_savvaltas_kozepes_v90,allando_v_savvaltas_kozepes_v95,allando_v_savvaltas_magas_v10,allando_v_savvaltas_magas_v100,allando_v_savvaltas_magas_v105,allando_v_savvaltas_magas_v110,allando_v_savvaltas_magas_v115,allando_v_savvaltas_magas_v120,allando_v_savvaltas_magas_v125,allando_v_savvaltas_magas_v130,allando_v_savvaltas_magas_v135,allando_v_savvaltas_magas_v140,allando_v_savvaltas_magas_v15,allando_v_savvaltas_magas_v20,allando_v_savvaltas_magas_v25,allando_v_savvaltas_magas_v30,allando_v_savvaltas_magas_v35,allando_v_savvaltas_magas_v40,allando_v_savvaltas_magas_v45,allando_v_savvaltas_magas_v5,allando_v_savvaltas_magas_v50,allando_v_savvaltas_magas_v55,allando_v_savvaltas_magas_v60,allando_v_savvaltas_magas_v65,allando_v_savvaltas_magas_v70,allando_v_savvaltas_magas_v75,allando_v_savvaltas_magas_v80,allando_v_savvaltas_magas_v85,allando_v_savvaltas_magas_v90,allando_v_savvaltas_magas_v95
allando_v_savvaltas_alacsony_v80,0.952709,0.974572,0.967749,0.973207,0.957603,0.964622,0.961420,0.966080,0.965546,0.965036,0.952542,0.955566,0.951324,0.957067,0.954146,0.958919,0.957776,0.902017,0.971457,0.970816,0.982132,0.983437,0.985612,0.975159,1.000000,0.974814,0.979385,0.973448,0.969548,0.972898,0.965997,0.971469,0.956789,0.963489,0.959761,0.964538,0.964245,0.963775,0.968184,0.970546,0.960670,0.966507,0.969627,0.972934,0.968853,0.898215,0.970747,0.969985,0.980979,0.982040,0.984195,0.973769,0.997128,0.972853,0.977471,0.971911,0.967716,0.973759,0.966523,0.967934,0.957824,0.962261,0.957923,0.961908,0.961608,0.958522,0.963002,0.968172,0.960867,0.966878,0.966940,0.971440,0.967901,0.901736,0.970819,0.966822,0.980685,0.982564,0.984174,0.973463,0.994326,0.970233,0.975088,0.972957
allando_v_savvaltas_alacsony_v85,0.940048,0.970683,0.970462,0.966712,0.962954,0.960909,0.960607,0.961935,0.963068,0.965339,0.947929,0.949976,0.947949,0.949200,0.951593,0.951459,0.954126,0.895135,0.962747,0.965422,0.972659,0.975434,0.977261,0.964811,0.974814,1.000000,0.984469,0.971387,0.956392,0.968902,0.968624,0.965098,0.962006,0.959456,0.959044,0.960424,0.961653,0.964064,0.961798,0.964178,0.955053,0.956644,0.965891,0.963038,0.963744,0.892201,0.961849,0.964669,0.971580,0.974404,0.975935,0.964379,0.973023,0.997281,0.982625,0.969780,0.955075,0.968815,0.968382,0.962126,0.962504,0.958571,0.956518,0.957295,0.958374,0.957787,0.956971,0.961244,0.955630,0.957701,0.962732,0.961592,0.962775,0.896051,0.961711,0.961680,0.971790,0.974940,0.976359,0.961946,0.971462,0.991796,0.980476,0.970476
allando_v_savvaltas_alacsony_v90,0.947754,0.982787,0.977843,0.980050,0.968368,0.969943,0.971434,0.974039,0.974465,0.975155,0.956197,0.957323,0.954911,0.955891,0.956456,0.956805,0.957671,0.902070,0.964012,0.965942,0.976018,0.978561,0.980212,0.965258,0.979385,0.984469,1.000000,0.981015,0.961479,0.980754,0.975678,0.978180,0.967478,0.968118,0.969651,0.972229,0.972994,0.973510,0.966093,0.965445,0.958688,0.958956,0.966223,0.963733,0.963391,0.897982,0.963466,0.965101,0.975251,0.977457,0.979232,0.963664,0.977769,0.982693,0.996730,0.978943,0.959849,0.979613,0.974065,0.974187,0.966474,0.965327,0.966228,0.968311,0.968999,0.967211,0.962308,0.963505,0.959514,0.960921,0.962984,0.962269,0.962365,0.902139,0.962975,0.962046,0.975233,0.977908,0.979117,0.961945,0.974837,0.979172,0.992311,0.978341
allando_v_savvaltas_alacsony_v95,0.934443,0.994666,0.986931,0.988205,0.979434,0.980860,0.984374,0.980647,0.984808,0.983815,0.948976,0.950234,0.947335,0.947330,0.948350,0.949209,0.950896,0.889280,0.958071,0.960997,0.968538,0.975576,0.974099,0.958109,0.973448,0.971387,0.981015,1.000000,0.946105,0.992722,0.984957,0.986649,0.978069,0.978828,0.982655,0.978997,0.983165,0.982226,0.960946,0.959704,0.952454,0.951692,0.959577,0.957403,0.958273,0.884974,0.957456,0.960530,0.967297,0.974485,0.972914,0.956549,0.971692,0.969679,0.978805,0.996900,0.950710,0.991635,0.982111,0.982401,0.976367,0.975164,0.978982,0.975065,0.978637,0.977067,0.959637,0.960852,0.957028,0.956789,0.958974,0.958808,0.960576,0.894302,0.957427,0.957588,0.967795,0.974888,0.972583,0.954134,0.968850,0.965939,0.974757,0.994876
allando_v_savvaltas_kozepes_v10,0.975597,0.946919,0.945606,0.946155,0.931671,0.932135,0.932119,0.941390,0.937073,0.940200,0.966272,0.967918,0.956265,0.962483,0.959043,0.961970,0.955617,0.927087,0.965653,0.960030,0.968603,0.962603,0.965021,0.957645,0.969548,0.956392,0.961479,0.946105,1.000000,0.945242,0.943919,0.946787,0.934289,0.930661,0.930082,0.940039,0.936158,0.938923,0.980541,0.978456,0.963879,0.965040,0.962728,0.968409,0.960634,0.943820,0.960559,0.960656,0.965489,0.961608,0.964157,0.953909,0.965413,0.950479,0.957065,0.943440,0.982345,0.945151,0.940904,0.942932,0.931940,0.927912,0.925924,0.936214,0.932743,0.931424,0.970489,0.965670,0.955410,0.957446,0.956829,0.957557,0.953831,0.938301,0.958380,0.955619,0.963961,0.962687,0.964225,0.951281,0.961798,0.947203,0.951723,0.940391
allando_v_savvaltas_kozepes_v100,0.936384,0.996643,0.985024,0.987614,0.976325,0.977347,0.983556,0.982816,0.984144,0.984591,0.950767,0.952140,0.948278,0.951211,0.953685,0.953668,0.956142,0.891933,0.961394,0.964032,0.971640,0.975962,0.974547,0.959632,0.972898,0.968902,0.980754,0.992722,0.945242,1.000000,0.987068,0.989542,0.978850,0.979091,0.985424,0.984660,0.986386,0.986616,0.961633,0.960906,0.956607,0.956836,0.962536,0.961376,0.961750,0.889152,0.962692,0.965797,0.973287,0.977345,0.976139,0.960915,0.974608,0.970395,0.982512,0.994709,0.954465,0.995067,0.982709,0.983751,0.976032,0.974545,0.981170,0.979956,0.981921,0.981326,0.962125,0.962435,0.961116,0.960607,0.962684,0.960399,0.962414,0.898105,0.960885,0.961417,0.972019,0.976812,0.974378,0.957479,0.969722,0.965312,0.976369,0.991256
allando_v_savvaltas_kozepes_v105,0.934103,0.985100,0.996748,0.987993,0.984425,0.980157,0.984540,0.985495,0.987773,0.988416,0.948498,0.953407,0.944271,0.947479,0.949707,0.952201,0.954165,0.890002,0.959776,0.960728,0.967524,0.971057,0.971475,0.955118,0.965997,0.968624,0.975678,0.984957,0.943919,0.987068,1.000000,0.990027,0.986637,0.982009,0.986388,0.987516,0.989715,0.990560,0.960578,0.963281,0.952556,0.952547,0.958712,0.960981,0.960976,0.887723,0.960715,0.962429,0.968607,0.972684,0.972970,0.956487,0.967482,0.970024,0.977312,0.986864,0.953218,0.983420,0.993660,0.985534,0.983662,0.978024,0.983073,0.982888,0.985583,0.985253,0.962954,0.966091,0.959455,0.958332,0.960279,0.961353,0.962369,0.897495,0.959515,0.957257,0.967754,0.971682,0.971368,0.952936,0.962915,0.965152,0.971588,0.982911
allando_v_savvaltas_kozepes_v110,0.935783,0.987585,0.988025,0.996245,0.979063,0.984033,0.982573,0.982706,0.989485,0.985348,0.951678,0.952516,0.945903,0.949553,0.950866,0.951990,0.954336,0.889211,0.960321,0.963380,0.969586,0.978470,0.976209,0.955758,0.971469,0.965098,0.978180,0.986649,0.946787,0.989542,0.990027,1.000000,0.981522,0.985839,0.984405,0.984559,0.991466,0.987202,0.963231,0.961787,0.954190,0.954292,0.959558,0.959846,0.960408,0.886485,0.961371,0.964637,0.970741,0.979988,0.977699,0.957199,0.972877,0.966776,0.979706,0.988171,0.955102,0.986580,0.985549,0.992520,0.978726,0.981065,0.980778,0.979870,0.986984,0.981954,0.963516,0.963741,0.959609,0.959021,0.960655,0.959909,0.961692,0.895808,0.960338,0.959544,0.970201,0.979321,0.975728,0.952918,0.968315,0.961847,0.974171,0.984199
allando_v_savvaltas_kozepes_v115,0.924759,0.977161,0.984873,0.979760,0.996481,0.986250,0.979341,0.979224,0.980477,0.980291,0.941173,0.945715,0.936802,0.938677,0.940774,0.942014,0.943674,0.880761,0.949435,0.951684,0.958909,0.963202,0.963942,0.945367,0.956789,0.962006,0.967478,0.978069,0.934289,0.978850,0.986637,0.981522,1.000000,0.988174,0.981076,0.981067,0.982464,0.982218,0.951190,0.955296,0.945272,0.944209,0.949489,0.949912,0.949480,0.879138,0.950368,0.953416,0.960299,0.964982,0.965312,0.946370,0.957883,0.963284,0.968892,0.979768,0.944911,0.975079,0.982044,0.977376,0.995126,0.984315,0.978463,0.977204,0.978672,0.977929,0.956458,0.959132,0.952060,0.949915,0.951449,0.951198,0.952377,0.889209,0.950163,0.948405,0.959728,0.964206,0.963966,0.943395,0.953732,0.958815,0.963845,0.976044
allando_v_savvaltas_kozepes_v120,0.921505,0.977560,0.980323,0.983894,0.986072,0.996844,0.977599,0.975450,0.982767,0.977608,0.940070,0.942268,0.933065,0.935447,0.938225,0.939070,0.941564,0.874761,0.948481,0.951153,0.958339,0.968811,0.966394,0.945969,0.963489,0.959456,0.968118,0.978828,0.930661,0.979091,0.982009,0.985839,0.988174,1.000000,0.979503,0.977344,0.984325,0.979473,0.954215,0.953819,0.942636,0.941308,0.947695,0.947760,0.948267,0.871069,0.949290,0.952994,0.959444,0.970464,0.967836,0.947340,0.964665,0.960902,0.969404,0.980435,0.940742,0.977044,0.978870,0.981171,0.985982,0.995207,0.976630,0.972739,0.979878,0.974169,0.952266,0.955042,0.947005,0.945257,0.948700,0.948084,0.949245,0.881300,0.948963,0.948408,0.959283,0.969956,0.966121,0.943097,0.961008,0.956437,0.964900,0.976999
allando_v_savvaltas_kozepes_v125,0.920886,0.983736,0.984762,0.982543,0.978801,0.977724,0.996672,0.988054,0.987164,0.985305,0.943897,0.941707,0.935073,0.936890,0.939655,0.940377,0.944249,0.876962,0.947580,0.951668,0.959270,0.963525,0.961290,0.949992,0.959761,0.959044,0.969651,0.982655,0.930082,0.985424,0.986388,0.984405,0.981076,0.979503,1.000000,0.989873,0.988863,0.987226,0.956319,0.950393,0.942847,0.941691,0.947129,0.947107,0.949678,0.875031,0.948645,0.952315,0.960656,0.964994,0.962827,0.951020,0.961232,0.960307,0.970878,0.984119,0.941730,0.982116,0.981638,0.980107,0.977527,0.974960,0.993356,0.985216,0.985086,0.982917,0.956161,0.954167,0.950348,0.948748,0.949846,0.949071,0.951738,0.885937,0.947665,0.947623,0.959252,0.964498,0.961113,0.947094,0.956564,0.956209,0.966172,0.980081
allando_v_savvaltas_kozepes_v130,0.929941,0.983018,0.985941,0.982508,0.978826,0.975550,0.987960,0.996784,0.986702,0.988288,0.947176,0.948300,0.942783,0.945672,0.945675,0.946491,0.947819,0.883048,0.955841,0.958849,0.970986,0.966591,0.966470,0.955717,0.964538,0.960424,0.972229,0.978997,0.940039,0.984660,0.987516,0.984559,0.981067,0.977344,0.989873,1.000000,0.988692,0.990136,0.959704,0.956881,0.950580,0.951334,0.954245,0.954137,0.953329,0.881474,0.956630,0.960288,0.972306,0.968047,0.967988,0.956927,0.965837,0.961928,0.973559,0.980338,0.950377,0.980955,0.982442,0.980706,0.977645,0.972856,0.986008,0.993364,0.985209,0.986101,0.960837,0.961425,0.958399,0.958425,0.956987,0.956570,0.956315,0.892046,0.956903,0.955434,0.971639,0.967412,0.966225,0.953222,0.961194,0.958083,0.968478,0.976560
allando_v_savvaltas_kozepes_v135,0.926965,0.984829,0.988032,0.989672,0.980085,0.982458,0.987116,0.986591,0.997006,0.991377,0.945500,0.948066,0.938920,0.942563,0.945044,0.946180,0.947682,0.881108,0.953014,0.955113,0.963662,0.970167,0.968528,0.950626,0.964245,0.961653,0.972994,0.983165,0.936158,0.986386,0.989715,0.991466,0.982464,0.984325,0.988863,0.988692,1.000000,0.993426,0.956905,0.956746,0.946142,0.946839,0.952445,0.952679,0.952431,0.879262,0.953938,0.956673,0.964847,0.971658,0.969879,0.951728,0.965521,0.962933,0.974402,0.984976,0.946305,0.983016,0.984603,0.987324,0.978978,0.979805,0.985178,0.984231,0.993370,0.988820,0.958068,0.959695,0.953009,0.952584,0.954412,0.953974,0.954715,0.890259,0.953349,0.951782,0.964141,0.970938,0.968583,0.948479,0.961702,0.958717,0.969447,0.980655
allando_v_savvaltas_kozepes_v140,0.929475,0.984913,0.988927,0.985303,0.979986,0.977700,0.985412,0.988108,0.991325,0.996791,0.946504,0.951691,0.944452,0.947180,0.949741,0.951197,0.953032,0.885460,0.957910,0.959624,0.967404,0.967212,0.967428,0.952688,0.963775,0.964064,0.973510,0.982226,0.938923,0.986616,0.990560,0.987202,0.982218,0.979473,0.987226,0.990136,0.993426,1.000000,0.957127,0.959756,0.951266,0.951743,0.957535,0.958459,0.958172,0.882209,0.958880,0.961193,0.968543,0.968512,0.968810,0.953817,0.965089,0.965386,0.974754,0.983690,0.948918,0.983300,0.985472,0.982805,0.979160,0.975257,0.983608,0.985399,0.988668,0.992881,0.958998,0.962837,0.958270,0.957630,0.959722,0.959709,0.960385,0.893317,0.958481,0.956473,0.967954,0.967823,0.967700,0.950520,0.960886,0.961482,0.969652,0.979918
allando_v_savvaltas_kozepes_v15,0.957473,0.962126,0.961751,0.963467,0.949172,0.954053,0.955760,0.959301,0.956489,0.956896,0.976634,0.970718,0.962821,0.965403,0.965775,0.964546,0.963956,0.923273,0.972638,0.975592,0.970870,0.975703,0.974085,0.954854,0.968184,0.961798,0.966093,0.960946,0.980541,0.961633,0.960578,0.963231,0.951190,0.954215,0.956319,0.959704,0.956905,0.957127,1.000000,0.987286,0.976915,0.974300,0.975604,0.974429,0.974670,0.927837,0.972095,0.975856,0.971078,0.975496,0.974399,0.955037,0.967289,0.961218,0.965397,0.960893,0.974836,0.961673,0.959386,0.957706,0.952405,0.952189,0.949649,0.953346,0.951578,0.948682,0.983355,0.977012,0.971759,0.971106,0.972501,0.968854,0.971638,0.938894,0.970668,0.972578,0.969912,0.975280,0.971311,0.950088,0.964277,0.956229,0.961059,0.957848
allando_v_savvaltas_kozepes_v20,0.957033,0.960486,0.962893,0.961076,0.953355,0.952923,0.949214,0.955092,0.955647,0.958014,0.968300,0.977721,0.964288,0.968388,0.967067,0.968127,0.966374,0.920543,0.978622,0.978366,0.974833,0.972397,0.974920,0.957559,0.970546,0.964178,0.965445,0.959704,0.978456,0.960906,0.963281,0.961787,0.955296,0.953819,0.950393,0.956881,0.956746,0.959756,0.987286,1.000000,0.978758,0.979501,0.979238,0.981041,0.978115,0.918989,0.978339,0.978825,0.975132,0.973146,0.975218,0.958150,0.970954,0.964449,0.965747,0.960478,0.973783,0.959157,0.962312,0.955941,0.955717,0.953464,0.946703,0.953442,0.952894,0.951826,0.976068,0.986733,0.974449,0.975456,0.975452,0.975171,0.972805,0.921232,0.975392,0.973571,0.972506,0.972072,0.972719,0.953984,0.968268,0.958232,0.959621,0.958569
allando_v_savvaltas_kozepes_v25,0.944941,0.954898,0.951287,0.952562,0.942961,0.940732,0.941451,0.948725,0.943938,0.949363,0.954450,0.960862,0.978507,0.976904,0.974387,0.972457,0.974078,0.911111,0.982302,0.984210,0.968335,0.966001,0.966388,0.952364,0.960670,0.955053,0.958688,0.952454,0.963879,0.956607,0.952556,0.954190,0.945272,0.942636,0.942847,0.950580,0.946142,0.951266,0.976915,0.978758,1.000000,0.991715,0.986762,0.983527,0.983512,0.905875,0.982433,0.985125,0.968741,0.966055,0.966883,0.952766,0.961497,0.955822,0.959386,0.953683,0.958931,0.958487,0.953887,0.947863,0.947948,0.943519,0.939569,0.946587,0.941908,0.944463,0.963978,0.964885,0.984878,0.982663,0.981092,0.975943,0.978139,0.909533,0.979051,0.984671,0.967477,0.965547,0.964954,0.951664,0.962513,0.950046,0.954480,0.954710
allando_v_savvaltas_kozepes_v30,0.947583,0.955108,0.950402,0.951840,0.940991,0.938741,0.939693,0.948878,0.943764,0.949124,0.952744,0.957189,0.971777,0.978679,0.973895,0.974155,0.974040,0.912750,0.987318,0.986385,0.973526,0.967105,0.970090,0.956974,0.966507,0.956644,0.958956,0.951692,0.965040,0.956836,0.952547,0.954292,0.944209,0.941308,0.941691,0.951334,0.946839,0.951743,0.974300,0.979501,0.991715,1.000000,0.988710,0.989274,0.984815,0.909154,0.987006,0.987193,0.973966,0.967832,0.970653,0.957784,0.967649,0.957508,0.960130,0.953549,0.963824,0.958872,0.953965,0.948023,0.947253,0.941755,0.938749,0.947932,0.943720,0.945493,0.963668,0.968456,0.982375,0.987645,0.984185,0.981686,0.979531,0.912415,0.983396,0.986241,0.972367,0.967206,0.968859,0.957264,0.969021,0.952988,0.955668,0.955036
allando_v_savvaltas_kozepes_v35,0.949256,0.963433,0.959821,0.960460,0.949793,0.948466,0.948060,0.954724,0.952818,0.958165,0.956401,0.961036,0.971847,0.974959,0.978962,0.976195,0.975379,0.914610,0.988349,0.991427,0.976776,0.973967,0.975172,0.960201,0.969627,0.965891,0.966223,0.959577,0.962728,0.962536,0.958712,0.959558,0.949489,0.947695,0.947129,0.954245,0.952445,0.957535,0.975604,0.979238,0.986762,0.988710,1.000000,0.990244,0.987133,0.905146,0.987723,0.990713,0.975420,0.972265,0.973829,0.958987,0.968779,0.965080,0.965137,0.959134,0.961773,0.964029,0.961207,0.954524,0.952149,0.949136,0.944115,0.950437,0.948356,0.949790,0.964920,0.969481,0.978558,0.981508,0.988266,0.982780,0.981348,0.907217,0.983021,0.988977,0.974646,0.972168,0.973220,0.957546,0.969102,0.958510,0.960117,0.960548
allando_v_savvaltas_kozepes_v40,0.951469,0.959754,0.959381,0.958309,0.948009,0.946073,0.945672,0.952518,0.950841,0.956689,0.954885,0.961176,0.965586,0.975121,0.975175,0.981321,0.978308,0.911614,0.991646,0.987137,0.977598,0.972348,0.976247,0.963872,0.972934,0.963038,0.963733,0.957403,0.968409,0.961376,0.960981,0.959846,0.949912,0.947760,0.947107,0.954137,0.952679,0.958459,0.974429,0.981041,0.983527,0.989274,0.990244,1.000000,0.991449,0.902547,0.992389,0.988628,0.978376,0.972964,0.977017,0.964868,0.974250,0.964149,0.965005,0.959140,0.965133,0.962381,0.962147,0.953691,0.952084,0.947779,0.943640,0.949690,0.948282,0.950246,0.963278,0.970496,0.975280,0.980664,0.983741,0.988700,0.984032,0.909084,0.986755,0.986095,0.976524,0.972262,0.975425,0.963454,0.974035,0.957017,0.958717,0.959755
allando_v_savvaltas_kozepes_v45,0.946779,0.959924,0.959351,0.958592,0.947542,0.946607,0.947954,0.951526,0.950542,0.956267,0.954299,0.957879,0.964859,0.969788,0.971697,0.974368,0.982234,0.908608,0.988502,0.986590,0.973798,0.973666,0.973841,0.960184,0.968853,0.963744,0.963391,0.958273,0.960634,0.961750,0.960976,0.960408,0.949480,0.948267,0.949678,0.953329,0.952431,0.958172,0.974670,0.978115,0.983512,0.984815,0.987133,0.991449,1.000000,0.899799,0.989563,0.987871,0.975158,0.974512,0.975051,0.961499,0.970329,0.965170,0.964907,0.960161,0.961926,0.962868,0.961751,0.953818,0.950795,0.948844,0.946250,0.949277,0.948288,0.950234,0.964206,0.968633,0.976753,0.978071,0.981249,0.983080,0.989921,0.907282,0.984070,0.984690,0.972876,0.973479,0.973010,0.958539,0.969467,0.957192,0.958134,0.959987
allando_v_savvaltas_kozepes_v5,0.925859,0.888495,0.887319,0.885562,0.877392,0.870390,0.874652,0.880750,0.877831,0.881540,0.918864,0.902719,0.889807,0.895904,0.893919,0.887688,0.891798,0.957408,0.905713,0.903605,0.903152,0.900501,0.902646,0.885125,0.898215,0.892201,0.897982,0.884974,0.943820,0.889152,0.887723,0.886485,0.879138,0.871069,0.875031,0.881474,0.879262,0.882209,0.927837,0.918989,0.905875,0.909154,0.905146,0.902547,0.899799,1.000000,0.900756,0.903414,0.903398,0.901093,0.903185,0.885366,0.898829,0.892648,0.898680,0.885873,0.945534,0.886908,0.885778,0.885544,0.878813,0.870617,0.874525,0.883037,0.879974,0.880093,0.925235,0.914784,0.905660,0.905924,0.905067,0.902615,0.900086,0.986937,0.901938,0.899382,0.901865,0.899864,0.901678,0.882050,0.895106,0.889633,0.895497,0.885598
allando_v_savvaltas_kozepes_v50,0.948235,0.960814,0.959064,0.959797,0.948097,0.947427,0.946602,0.954989,0.952065,0.956834,0.952329,0.958598,0.964389,0.971500,0.972549,0.975651,0.975889,0.909866,0.996428,0.988588,0.978521,0.971928,0.975271,0.959858,0.970747,0.961849,0.963466,0.957456,0.960559,0.962692,0.960715,0.961371,0.950368,0.949290,0.948645,0.956630,0.953938,0.958880,0.972095,0.978339,0.982433,0.987006,0.987723,0.992389,0.989563,0.900756,1.000000,0.990428,0.980641,0.973309,0.976575,0.961190,0.972436,0.963298,0.964937,0.959328,0.963408,0.963786,0.961835,0.955011,0.951854,0.950089,0.945692,0.952781,0.950133,0.951297,0.962156,0.969435,0.976147,0.979817,0.982085,0.984120,0.982931,0.903925,0.992115,0.987857,0.978024,0.972204,0.974748,0.959690,0.971963,0.955964,0.958142,0.959492
allando_v_savvaltas_kozepes_v55,0.948702,0.964015,0.960746,0.962506,0.951336,0.951220,0.950517,0.958445,0.954748,0.959296,0.956656,0.960223,0.968194,0.973105,0.975457,0.973837,0.975309,0.911518,0.989245,0.996643,0.981483,0.975106,0.974807,0.960840,0.969985,0.964669,0.965101,0.960530,0.960656,0.965797,0.962429,0.964637,0.953416,0.952994,0.952315,0.960288,0.956673,0.961193,0.975856,0.978825,0.985125,0.987193,0.990713,0.988628,0.987871,0.903414,0.990428,1.000000,0.982850,0.976372,0.976045,0.962195,0.971524,0.966571,0.966653,0.962259,0.963094,0.966406,0.962854,0.957693,0.954421,0.953170,0.949122,0.955808,0.952468,0.953340,0.965317,0.969579,0.979048,0.980381,0.984653,0.980387,0.981326,0.905463,0.984928,0.994820,0.980943,0.975153,0.974097,0.958572,0.970411,0.957962,0.959765,0.962412
allando_v_savvaltas_kozepes_v60,0.952071,0.971667,0.967310,0.969166,0.958075,0.957759,0.959059,0.970893,0.963134,0.966939,0.954362,0.960119,0.955983,0.962613,0.960848,0.963849,0.963828,0.905259,0.979089,0.981394,0.996566,0.982489,0.984514,0.972504,0.980979,0.971580,0.975251,0.967297,0.965489,0.973287,0.968607,0.970741,0.960299,0.959444,0.960656,0.972306,0.964847,0.968543,0.971078,0.975132,0.968741,0.973966,0.975420,0.978376,0.975158,0.903398,0.980641,0.982850,1.000000,0.984113,0.985999,0.973916,0.982601,0.973298,0.976817,0.968890,0.969168,0.971988,0.967182,0.966091,0.959488,0.957486,0.958315,0.968391,0.961745,0.962435,0.966617,0.972312,0.969179,0.972817,0.972270,0.974045,0.971940,0.910514,0.977560,0.977617,0.996361,0.982901,0.984244,0.971359,0.978995,0.967791,0.971968,0.968225
allando_v_savvaltas_kozepes_v65,0.950074,0.975464,0.971156,0.978479,0.962792,0.968816,0.963225,0.966543,0.969700,0.966752,0.958915,0.958284,0.953180,0.957271,0.958560,0.959726,0.963639,0.903878,0.971642,0.974460,0.981976,0.996702,0.990721,0.968490,0.982040,0.974404,0.977457,0.974485,0.961608,0.977345,0.972684,0.979988,0.964982,0.970464,0.964994,0.968047,0.971658,0.968512,0.975496,0.973146,0.966055,0.967832,0.972265,0.972964,0.974512,0.901093,0.973309,0.976372,0.984113,1.000000,0.992296,0.970060,0.983615,0.975964,0.979157,0.976345,0.966882,0.976012,0.970976,0.974734,0.963903,0.968744,0.962473,0.964929,0.968253,0.962554,0.970722,0.970891,0.967004,0.967445,0.969472,0.969175,0.971602,0.904765,0.970696,0.971291,0.981749,0.997236,0.990356,0.966882,0.980044,0.970102,0.974422,0.975097
allando_v_savvaltas_kozepes_v70,0.952483,0.974277,0.971382,0.976201,0.963221,0.966018,0.961100,0.966526,0.968100,0.967029,0.958873,0.960662,0.954077,0.960728,0.960468,0.963678,0.964870,0.905958,0.974833,0.974258,0.983954,0.990736,0.997257,0.969439,0.984195,0.975935,0.979232,0.972914,0.964157,0.976139,0.972970,0.977699,0.965312,0.967836,0.962827,0.967988,0.969879,0.968810,0.974399,0.975218,0.966883,0.970653,0.973829,0.977017,0.975051,0.903185,0.976575,0.976045,0.985999,0.992296,1.000000,0.971152,0.985893,0.977506,0.980876,0.974753,0.968656,0.974447,0.971187,0.972097,0.964756,0.965710,0.959922,0.964350,0.966038,0.962430,0.969229,0.972422,0.966007,0.969156,0.970210,0.972419,0.971375,0.906182,0.973626,0.971190,0.984198,0.991288,0.996236,0.968338,0.982121,0.971156,0.975198,0.973742
allando_v_savvaltas_kozepes_v75,0.941686,0.959393,0.954877,0.955333,0.944602,0.945269,0.950014,0.955350,0.949936,0.952081,0.939163,0.944363,0.940133,0.949024,0.945961,0.951451,0.951513,0.888948,0.960726,0.960853,0.972788,0.968585,0.969624,0.997173,0.973769,0.964379,0.963664,0.956549,0.953909,0.960915,0.956487,0.957199,0.946370,0.947340,0.951020,0.956927,0.951728,0.953817,0.955037,0.958150,0.952766,0.957784,0.958987,0.964868,0.961499,0.885366,0.961190,0.962195,0.973916,0.970060,0.971152,1.000000,0.975339,0.964712,0.965155,0.958187,0.957309,0.959608,0.954214,0.951875,0.944848,0.944585,0.948583,0.952825,0.948351,0.947709,0.951033,0.955929,0.952994,0.955864,0.956381,0.960677,0.958595,0.888940,0.959246,0.956524,0.971728,0.968909,0.969173,0.995050,0.971891,0.959486,0.960555,0.956877
